temp_bin,temp_label,humidity_bin,humidity_label,soil_bin,soil_label,light_bin,light_label,temperature_c,humidity_pct,soil_pct,light_pct,action,action_name,reward,next_temperature_c,next_humidity_pct,next_soil_pct,replicate
0,COOL,0,VERY_DRY,0,VERY_DRY,0,DARK,18.85,26.38,11.1,16.53,5,PUMP_MIST_HIGH,-34.56,15.85,44.38,29.1,2
0,COOL,0,VERY_DRY,0,VERY_DRY,0,DARK,20.82,29.38,10.64,13.58,5,PUMP_MIST_HIGH,-24.445,17.82,47.38,28.64,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,21.39,30.23,19.71,44.33,0,OFF,-100.589,21.39,31.23,19.71,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,18.63,31.77,16.82,40.44,0,OFF,-113.036,18.63,32.77,16.82,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.35,31.13,11.12,39.22,0,OFF,-123.742,19.35,32.13,11.12,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.87,33.63,18.76,37.16,0,OFF,-102.013,19.87,34.63,18.76,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,20.0,27.43,19.13,44.45,1,MIST_LOW,-80.083,18.8,37.43,20.13,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.44,31.11,16.09,35.83,1,MIST_LOW,-82.379,18.24,41.11,17.09,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,20.74,30.32,17.79,40.36,1,MIST_LOW,-75.933,19.54,40.32,18.79,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,18.6,28.59,10.19,45.15,1,MIST_LOW,-101.457,17.4,38.59,11.19,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,21.06,32.65,13.08,34.7,2,MIST_HIGH,-71.264,18.76,49.65,15.08,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,21.06,33.58,10.86,39.83,2,MIST_HIGH,-74.453,18.76,50.58,12.86,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,18.79,32.08,17.66,35.54,2,MIST_HIGH,-69.802,16.49,49.08,19.66,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.93,30.4,12.65,44.47,2,MIST_HIGH,-79.378,17.63,47.4,14.65,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.78,27.69,15.39,42.76,3,PUMP,-25.812,19.48,30.69,33.39,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.16,28.49,19.95,41.8,3,PUMP,-16.95,18.86,31.49,37.95,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.83,30.14,11.21,36.7,3,PUMP,-30.549,19.53,33.14,29.21,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.55,30.71,12.3,36.64,3,PUMP,-28.248,19.25,33.71,30.3,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,18.8,31.05,12.29,44.87,4,PUMP_MIST_LOW,-27.458,17.3,42.05,27.29,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,21.01,26.57,12.38,42.03,4,PUMP_MIST_LOW,-27.373,19.51,37.57,27.38,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.2,27.06,19.36,40.85,4,PUMP_MIST_LOW,-17.721,17.7,38.06,34.36,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.92,32.28,18.07,36.28,4,PUMP_MIST_LOW,-9.744,18.42,43.28,33.07,3
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,18.87,29.45,14.24,39.6,5,PUMP_MIST_HIGH,-12.999,16.37,46.45,32.24,0
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,20.64,31.39,19.84,35.18,5,PUMP_MIST_HIGH,7.539,18.14,48.39,37.84,1
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.73,28.71,18.62,36.98,5,PUMP_MIST_HIGH,-2.234,17.23,45.71,36.62,2
0,COOL,0,VERY_DRY,0,VERY_DRY,1,LOW,19.13,29.59,14.22,37.34,5,PUMP_MIST_HIGH,-11.974,16.63,46.59,32.22,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.3,33.39,14.43,66.34,0,OFF,-119.118,19.8,32.39,12.43,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.14,26.4,19.99,66.03,0,OFF,-115.917,20.64,25.4,17.99,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,21.31,33.41,18.49,58.0,0,OFF,-104.118,21.81,32.41,16.49,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.96,27.71,14.01,56.7,0,OFF,-126.971,20.46,26.71,12.01,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.66,33.88,12.65,65.41,1,MIST_LOW,-90.243,18.96,41.88,11.65,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.87,29.38,19.57,67.95,1,MIST_LOW,-82.225,19.17,37.38,18.57,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.16,31.75,11.55,59.56,1,MIST_LOW,-94.394,19.46,39.75,10.55,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,21.31,30.63,15.42,64.98,1,MIST_LOW,-84.341,20.61,38.63,14.42,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,18.76,30.67,15.03,66.23,2,MIST_HIGH,-83.49,16.96,45.67,15.03,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.04,33.69,10.8,58.23,2,MIST_HIGH,-86.649,17.24,48.69,10.8,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.27,31.4,12.35,57.44,2,MIST_HIGH,-83.126,18.47,46.4,12.35,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,21.09,27.97,15.95,63.43,2,MIST_HIGH,-78.427,19.29,42.97,15.95,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.77,30.67,15.23,67.22,3,PUMP,-27.234,19.97,31.67,31.23,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.17,31.73,12.39,60.75,3,PUMP,-33.43,19.37,32.73,28.39,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.48,28.4,13.16,65.02,3,PUMP,-32.942,20.68,29.4,29.16,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,18.8,29.67,19.98,67.95,3,PUMP,-21.956,19.0,30.67,35.98,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,18.81,27.71,12.65,67.2,4,PUMP_MIST_LOW,-37.826,17.81,36.71,25.65,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,21.07,33.03,13.7,57.89,4,PUMP_MIST_LOW,-19.873,20.07,42.03,26.7,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.93,31.63,16.12,67.85,4,PUMP_MIST_LOW,-17.459,19.93,40.63,29.12,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.43,26.06,18.17,59.59,4,PUMP_MIST_LOW,-23.661,19.43,35.06,31.17,3
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.46,33.51,11.34,57.39,5,PUMP_MIST_HIGH,-13.298,18.46,48.51,27.34,0
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,18.9,30.43,12.72,63.26,5,PUMP_MIST_HIGH,-20.32,16.9,45.43,28.72,1
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,20.61,27.63,16.34,59.17,5,PUMP_MIST_HIGH,-11.725,18.61,42.63,32.34,2
0,COOL,0,VERY_DRY,0,VERY_DRY,2,MEDIUM,19.97,33.24,18.46,57.11,5,PUMP_MIST_HIGH,-0.346,17.97,48.24,34.46,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.79,28.21,10.04,91.25,0,OFF,-138.769,20.79,25.21,7.04,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.38,28.1,17.41,88.62,0,OFF,-121.553,21.38,25.1,14.41,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.8,26.08,10.75,92.6,0,OFF,-140.644,20.8,23.08,7.75,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,21.13,30.36,18.35,88.99,0,OFF,-113.571,22.13,27.36,15.35,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.01,27.02,13.08,92.79,1,MIST_LOW,-106.088,18.81,33.02,11.08,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.83,32.89,18.99,84.52,1,MIST_LOW,-78.492,20.63,38.89,16.99,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.3,26.82,17.8,92.61,1,MIST_LOW,-95.586,19.1,32.82,15.8,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.74,30.97,11.55,93.16,1,MIST_LOW,-100.689,19.54,36.97,9.55,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,21.02,33.81,18.11,92.58,2,MIST_HIGH,-68.471,19.72,46.81,17.11,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,18.67,31.89,13.32,93.17,2,MIST_HIGH,-89.114,17.37,44.89,12.32,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.85,32.91,18.11,85.2,2,MIST_HIGH,-70.466,19.55,45.91,17.11,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.8,26.86,18.72,92.3,2,MIST_HIGH,-78.986,19.5,39.86,17.72,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.22,32.53,14.6,85.66,3,PUMP,-31.028,19.92,31.53,29.6,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.83,27.82,10.24,84.32,3,PUMP,-42.604,21.53,26.82,25.24,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.52,32.91,19.67,85.35,3,PUMP,-18.83,20.22,31.91,34.67,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.4,29.2,19.81,88.43,3,PUMP,-21.672,21.1,28.2,34.81,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,21.23,26.92,19.7,84.14,4,PUMP_MIST_LOW,-20.21,20.73,33.92,31.7,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,21.3,28.12,11.08,87.21,4,PUMP_MIST_LOW,-36.181,20.8,35.12,23.08,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.64,28.51,16.06,88.14,4,PUMP_MIST_LOW,-27.207,20.14,35.51,28.06,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,19.68,30.61,12.55,90.51,4,PUMP_MIST_LOW,-34.299,19.18,37.61,24.55,3
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,18.6,33.4,15.38,90.63,5,PUMP_MIST_HIGH,-14.61,17.1,46.4,30.38,0
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.68,31.37,13.64,82.84,5,PUMP_MIST_HIGH,-14.899,19.18,44.37,28.64,1
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.46,28.64,13.14,92.18,5,PUMP_MIST_HIGH,-21.01,18.96,41.64,28.14,2
0,COOL,0,VERY_DRY,0,VERY_DRY,3,BRIGHT,20.62,28.4,13.09,86.9,5,PUMP_MIST_HIGH,-20.992,19.12,41.4,28.09,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.73,28.37,31.27,14.05,0,OFF,-49.617,19.23,30.37,31.27,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,21.23,31.42,39.03,16.39,0,OFF,-23.626,20.73,33.42,39.03,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.44,30.38,30.0,12.44,0,OFF,-49.961,18.94,32.38,30.0,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.8,30.64,36.55,14.58,0,OFF,-34.656,19.3,32.64,36.55,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.84,27.71,34.73,19.81,1,MIST_LOW,-12.386,18.14,38.71,35.73,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.83,27.36,30.85,15.19,1,MIST_LOW,-17.935,19.13,38.36,31.85,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.37,28.68,38.18,18.01,1,MIST_LOW,-1.872,18.67,39.68,39.18,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.48,27.8,31.99,9.29,1,MIST_LOW,-15.935,18.78,38.8,32.99,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.29,29.8,38.5,9.87,2,MIST_HIGH,-3.12,16.49,47.8,40.5,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.76,31.04,31.94,17.36,2,MIST_HIGH,-13.382,16.96,49.04,33.94,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.98,27.95,36.56,9.07,2,MIST_HIGH,-7.91,17.18,45.95,38.56,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.7,32.16,31.07,14.1,2,MIST_HIGH,-10.416,17.9,50.16,33.07,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.09,33.66,35.18,9.6,3,PUMP,33.075,18.29,37.66,53.18,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.3,32.79,34.56,18.62,3,PUMP,31.037,18.5,36.79,52.56,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.47,33.9,35.95,20.4,3,PUMP,39.491,19.67,37.9,53.95,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,21.1,30.9,37.19,15.06,3,PUMP,39.294,20.3,34.9,55.19,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.93,30.38,38.97,17.92,4,PUMP_MIST_LOW,44.316,18.93,42.38,53.97,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.93,28.07,32.47,16.65,4,PUMP_MIST_LOW,23.783,17.93,40.07,47.47,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.74,30.17,36.27,12.3,4,PUMP_MIST_LOW,37.716,18.74,42.17,51.27,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,18.82,28.29,32.72,12.84,4,PUMP_MIST_LOW,21.078,16.82,40.29,47.72,3
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.11,27.11,32.31,17.33,5,PUMP_MIST_HIGH,25.187,17.11,45.11,50.31,0
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.58,26.51,34.08,15.51,5,PUMP_MIST_HIGH,29.431,17.58,44.51,52.08,1
0,COOL,0,VERY_DRY,1,DRY,0,DARK,19.76,27.65,34.2,19.86,5,PUMP_MIST_HIGH,28.916,16.76,45.65,52.2,2
0,COOL,0,VERY_DRY,1,DRY,0,DARK,20.24,31.56,38.57,18.19,5,PUMP_MIST_HIGH,45.847,17.24,49.56,56.57,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.67,26.05,33.52,43.04,0,OFF,-48.809,19.67,27.05,33.52,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.99,33.63,34.19,42.97,0,OFF,-31.03,20.99,34.63,34.19,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.13,30.83,32.21,36.63,0,OFF,-42.434,20.13,31.83,32.21,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.82,26.23,33.36,42.15,0,OFF,-48.345,19.82,27.23,33.36,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.73,27.32,34.67,35.53,1,MIST_LOW,-13.47,18.53,37.32,35.67,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.34,26.22,33.94,40.77,1,MIST_LOW,-14.825,19.14,36.22,34.94,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,18.68,31.14,31.36,39.54,1,MIST_LOW,-17.7,17.48,41.14,32.36,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,18.74,29.03,32.12,37.92,1,MIST_LOW,-19.272,17.54,39.03,33.12,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.73,29.03,37.52,43.98,2,MIST_HIGH,8.226,18.43,46.03,39.52,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.31,26.66,30.19,40.47,2,MIST_HIGH,-15.524,17.01,43.66,32.19,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,21.4,28.8,36.5,43.37,2,MIST_HIGH,7.852,19.1,45.8,38.5,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.42,32.03,39.5,36.39,2,MIST_HIGH,16.196,18.12,49.03,41.5,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,18.66,27.22,31.26,42.03,3,PUMP,13.144,18.36,30.22,49.26,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.18,27.74,36.99,43.2,3,PUMP,30.892,19.88,30.74,54.99,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.07,30.86,37.48,35.37,3,PUMP,33.343,18.77,33.86,55.48,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.89,33.72,31.08,34.31,3,PUMP,30.319,20.59,36.72,49.08,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.47,31.42,39.58,38.76,4,PUMP_MIST_LOW,42.607,17.97,42.42,54.58,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.6,26.61,36.91,41.53,4,PUMP_MIST_LOW,32.902,19.1,37.61,51.91,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,18.89,32.18,38.5,41.2,4,PUMP_MIST_LOW,39.677,17.39,43.18,53.5,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,18.94,33.87,37.83,38.17,4,PUMP_MIST_LOW,41.133,17.44,44.87,52.83,3
0,COOL,0,VERY_DRY,1,DRY,1,LOW,19.8,28.96,35.06,38.09,5,PUMP_MIST_HIGH,42.927,17.3,45.96,53.06,0
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.98,32.58,31.06,45.53,5,PUMP_MIST_HIGH,44.074,18.48,49.58,49.06,1
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.38,32.63,37.07,39.23,5,PUMP_MIST_HIGH,54.876,17.88,49.63,55.07,2
0,COOL,0,VERY_DRY,1,DRY,1,LOW,20.65,33.72,32.7,43.7,5,PUMP_MIST_HIGH,48.325,18.15,50.72,50.7,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.11,29.87,34.36,64.77,0,OFF,-45.322,20.61,28.87,32.36,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.35,32.81,38.31,57.04,0,OFF,-34.728,19.85,31.81,36.31,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,21.07,27.95,34.65,63.32,0,OFF,-44.7,21.57,26.95,32.65,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.66,26.23,38.51,58.18,0,OFF,-43.847,20.16,25.23,36.51,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.19,32.38,33.4,66.56,1,MIST_LOW,-15.56,18.49,40.38,32.4,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.56,28.21,30.1,67.38,1,MIST_LOW,-24.788,19.86,36.21,29.1,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,18.84,31.76,34.89,65.1,1,MIST_LOW,-14.576,18.14,39.76,33.89,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.53,31.17,34.91,65.52,1,MIST_LOW,-10.057,19.83,39.17,33.91,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,18.86,27.77,36.92,59.67,2,MIST_HIGH,-6.842,17.06,42.77,36.92,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.23,29.79,35.31,61.11,2,MIST_HIGH,-2.622,18.43,44.79,35.31,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.69,28.65,37.03,59.25,2,MIST_HIGH,0.638,18.89,43.65,37.03,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.3,26.97,31.93,57.43,2,MIST_HIGH,-17.199,17.5,41.97,31.93,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.1,32.1,31.85,58.6,3,PUMP,21.006,20.3,33.1,47.85,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.96,31.8,39.77,62.3,3,PUMP,36.682,20.16,32.8,55.77,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.39,26.8,31.94,58.73,3,PUMP,10.459,19.59,27.8,47.94,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.1,26.11,35.34,59.29,3,PUMP,15.566,19.3,27.11,51.34,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,21.33,30.43,36.97,57.52,4,PUMP_MIST_LOW,35.678,20.33,39.43,49.97,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,21.03,29.93,38.73,62.89,4,PUMP_MIST_LOW,37.612,20.03,38.93,51.73,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,19.91,29.52,31.84,56.62,4,PUMP_MIST_LOW,8.935,18.91,38.52,44.84,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,21.23,29.82,38.22,60.81,4,PUMP_MIST_LOW,37.031,20.23,38.82,51.22,3
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,18.81,31.04,30.54,57.79,5,PUMP_MIST_HIGH,27.766,16.81,46.04,46.54,0
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.18,28.43,39.94,57.42,5,PUMP_MIST_HIGH,47.724,18.18,43.43,55.94,1
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.74,30.85,37.91,58.71,5,PUMP_MIST_HIGH,49.136,18.74,45.85,53.91,2
0,COOL,0,VERY_DRY,1,DRY,2,MEDIUM,20.06,29.6,34.43,66.32,5,PUMP_MIST_HIGH,37.666,18.06,44.6,50.43,3
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,21.37,28.44,36.21,89.32,0,OFF,-43.359,22.37,25.44,33.21,0
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,20.67,33.58,32.08,84.53,0,OFF,-46.056,21.67,30.58,29.08,1
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,20.45,27.26,31.74,82.9,0,OFF,-57.602,21.45,24.26,28.74,2
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,18.61,29.6,35.94,85.5,0,OFF,-50.92,19.61,26.6,32.94,3
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,19.25,31.66,37.03,87.45,1,MIST_LOW,-12.634,19.05,37.66,35.03,0
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,20.52,33.39,37.88,89.5,1,MIST_LOW,-3.991,20.32,39.39,35.88,1
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,20.45,33.47,34.25,88.53,1,MIST_LOW,-11.717,20.25,39.47,32.25,2
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,20.41,33.27,38.27,82.86,1,MIST_LOW,-3.73,20.21,39.27,36.27,3
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,19.06,28.46,37.49,88.83,2,MIST_HIGH,-7.588,17.76,41.46,36.49,0
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,19.41,26.99,36.89,90.4,2,MIST_HIGH,-10.1,18.11,39.99,35.89,1
0,COOL,0,VERY_DRY,1,DRY,3,BRIGHT,21.24,30.0,34.94,82.97,2,MIST_HIGH,-3.518,19.94,43.0,33.94,2
